exp_ic	logreg_prob	gnb_prob	SVC_prob	rnd_clf_prob	voting_clf_prob
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0076	0.9999974323466049	0.9999999997675372	0.9999999639660291	1.0	0.9999991434455757
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0077	0.9999616391506035	0.9999999980633252	0.9999999988691454	1.0	0.999987213038544
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0078	0.9999941539193142	0.9999999998344276	0.9999998501093786	1.0	0.9999980477536851
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0079	0.9999866185885886	0.9999999988807087	0.9999997979357973	1.0	0.9999955344902087
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0080	0.9999856810456459	0.9999998436785108	0.9999996348049476	1.0	0.9999952169417772
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0081	0.9999931152477418	0.9999999994748503	0.9999964757188144	1.0	0.9999975621091384
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0082	0.9999498735593033	0.9999999964347489	0.9999999930742722	1.0	0.999983291089212
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0083	0.9999339880133777	0.9999999929076574	0.9999999954074871	1.0	0.9999779959443487
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0084	0.999985160481549	0.999999967923135	0.9999999278667668	1.0	0.9999950519843911
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0085	0.9999983722359822	0.9999999996427587	0.9999996378247664	1.0	0.9999994474359681
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0086	0.9999881952204047	0.9999999989192522	0.999999916067594	1.0	0.9999960632711845
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0087	0.9877363911632134	0.9999625771699236	0.9125778786966836	0.95	0.9735834878971147
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0088	0.9999905117645626	0.9999999996363051	0.9999964297785021	1.0	0.999996692098443
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0089	0.9999960781344469	0.9999999998309619	0.9999999891889463	1.0	0.9999986925477541
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0090	0.9999891699593324	0.9999999990828928	0.999999939469178	1.0	0.9999963887570568
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0091	0.9999853349324289	0.9999999994111075	0.9999999749027549	1.0	0.9999951112054108
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0092	0.9999611701941422	0.9999999957693381	0.9999999058354931	1.0	0.9999870546693718
